Date,AMT,BLL,CNC,DG,DLR,EA,EFX,GDX,REGN,SBAC,VFC,VRSN,VRTX
15/10/2020,237.0373993,90.5109787,65.86000061,222.0267944,153.986908,131.0027924,161.6551971,40.09067917,585.1799927,309.3161011,76.84841156,208.6000061,215.2799988
16/10/2020,240.1240234,91.11896515,66.20999908,220.8712006,154.9992676,131.5812988,162.6109009,39.62312317,599.7399902,309.0272522,74.95043182,207.3399963,218.0800018
19/10/2020,237.0373993,90.87975311,65.73000336,217.2449646,152.5224152,129.5365601,157.8721619,38.95660019,583.1400146,306.5669861,71.70804596,203.1699982,220.5099945
20/10/2020,241.1924744,91.08907318,65.55999756,216.9560699,152.9352264,127.0330048,158.9971313,39.25504303,576.6300049,305.4015503,71.54000854,203.9600067,214.5399933
21/10/2020,239.1545105,92.4744873,65.98000336,219.0281982,152.2177277,127.322258,161.6253357,39.7126503,572.4000244,306.0589905,71.91564178,205.5599976,211.3800049
22/10/2020,233.2483521,90.82992554,66.94000244,213.5091553,149.6917572,126.5941315,155.2041168,38.98644257,575.7299805,292.8512573,73.111763,207.8600006,210.0800018
23/10/2020,235.1775055,92.41468811,67.41999817,214.6249084,149.986618,126.444519,152.2672882,38.61836624,579.8099976,300.9193115,73.9717865,200.8000031,211.5800018
26/10/2020,234.5839233,91.25850677,66.38999939,211.2377625,150.0554047,126.3547516,150.2364044,38.01153564,585.7399902,302.134491,72.9041748,198.5800018,207.1499939
27/10/2020,233.6341858,90.80002594,64.13999939,212.9014587,148.079834,126.2949066,147.150238,38.62831497,582.5200195,300.6404114,71.54988098,199.0599976,212.1900024
28/10/2020,227.6686707,88.43782806,61.15999985,210.2216339,147.3132019,125.2775269,140.2611237,36.33031464,567.039978,294.2557068,67.60564423,189.8300018,208.3399963
29/10/2020,229.1724091,88.9262085,58.33000183,209.932724,146.1730652,123.5818863,138.9370575,36.75807953,555.789978,293.8572693,68.07025909,191.5899963,207.0099945
30/10/2020,227.1938019,88.7069397,59.09999847,207.9203796,141.8287659,119.5223389,135.9902802,37.29527664,543.5599976,289.2255859,66.42929077,190.6999969,208.3600006
02/11/2020,230.9927521,89.90297699,62.38000107,208.7273102,143.4505005,119.502388,141.2168427,38.42935562,548.5800171,292.3631592,67.9812851,189.1999969,207.4199982
03/11/2020,231.724823,93.44129944,64.63999939,213.289978,143.3915253,120.4300003,149.3304443,39.16550827,557.1900024,289.8630676,69.93857574,191.5099945,211.1399994
04/11/2020,234.5344543,93.80011749,63.99000168,215.411911,145.4752045,124.988266,151.2717438,38.27018356,587.1400146,300.8296814,68.78199768,203.3899994,215.0899963
05/11/2020,237.3539581,96.84007263,67.87999725,217.1851807,144.9837799,128.0005188,150.9730835,41.00590134,588.8099976,304.6147156,70.62067413,208.3200073,219.4799957
